,created_at,source,original_text,cleaned_text,polarity,subjectivity,sentiment,lang,likes_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,retweet_hashtags,user_mentions,place,place_coord_boundaries
3127,2022-07-13 19:09:36+00:00,Twitter for Android,"📰 Novo RDF 1/0 na câmara dos deputados, de autoria do PEDRO DEBONI LUPION MELLO: Altera as Leis nºs 492, de 30 de agosto de 1937, 6.015, de 31 de dezembro de 1973 (Lei de Registros Públicos), 8.668, de 25 de junho de 1993, 8.929, de 22 de agosto de 1994, 10.925, de 23 de julh...","📰 Novo RDF 1/0 na câmara dos deputados, de autoria do PEDRO DEBONI LUPION MELLO: Altera as Leis nºs 492, de 30 de agosto de 1937, 6.015, de 31 de dezembro de 1973 (Lei de Registros Públicos), 8.668, de 25 de junho de 1993, 8.929, de 22 de agosto de 1994, 10.925, de 23 de julh...",0.0,0.0,Neutral,en,0,139,RuzindanaJunior,288,937,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3153,2022-07-13 18:41:27+00:00,EUwatch,"Le Rwanda n’est pas officiellement impliqué dans l’on stabilisation de la #RDC mais ce dernier temps les deuils des jeunes Rwandais tombés au Nord Kivu ne font que s’accumuler au pays de Kagame.
Le vérité est têtue ! https://t.co/F117Kzjmtc","Le Rwanda n’est pas officiellement impliqué dans l’on stabilisation de la  mais ce dernier temps les deuils des jeunes Rwandais tombés au Nord Kivu ne font que s’accumuler au pays de Kagame.
Le vérité est têtue ! ",0.0,0.0,Neutral,en,0,0,EUwatchers,25730,7621,False,RDF,,"RepDeFiFidonia, EugenioDerbez",San cristóbal de las casas,
3158,2022-07-13 18:37:32+00:00,Twitter for Android,"We would like to say a massive thank you to Darlaston Womens football who raised £500 

In Honour of baby Charlie.

Thank you 

#RDF #roseanddaisyfoundation #thankyou #fundraise #babyloss #giving #support https://t.co/EQGQJPIfSK","We would like to say a massive thank you to Darlaston Womens football who raised £500 

In Honour of baby Charlie.

Thank you 

       ",0.0,1.0,Neutral,en,0,1659,SamAlva53344144,2,80,False,RDF,,O_Diosa78,Mexico,
3172,2022-07-13 18:20:12+00:00,Twitter for iPhone,How Britain and Germany helped North Korea develop its national beer ~ https://t.co/gQP3ZUSo2j https://t.co/legjSvz4Sn,How Britain and Germany helped North Korea develop its national beer ~  ,0.0,0.0,Neutral,en,0,4,WolvesSFC,2075,2552,False,RDF,,RepDeFiFidonia,"Cln, sin, mex",
3175,2022-07-13 18:19:11+00:00,Twitter for iPhone,"@ejucsantana Caraca, que fofura! Eu fiquei assim quinta passada. Tenho uma amiga que está grávida, 7 meses e meio de gestação. Aí nos encontramos e eu fiquei conversando com a Manu (baby) e ela ficou mexendo, surtei! Fiquei a sexta inteira pensando seriamente nisso kkkk","Caraca, que fofura! Eu fiquei assim quinta passada. Tenho uma amiga que está grávida, 7 meses e meio de gestação. Aí nos encontramos e eu fiquei conversando com a Manu (baby) e ela ficou mexendo, surtei! Fiquei a sexta inteira pensando seriamente nisso kkkk",0.0,0.0,Neutral,en,0,4,benjarnee,464,1106,False,RDF,,O_Diosa78,Mexico,
3177,2022-07-13 18:18:02+00:00,Twitter Web App,Flooding in Germany: One year on nothing is back to normal https://t.co/9kj890DtAy,Flooding in Germany: One year on nothing is back to normal ,0.075,0.325,Positive,en,0,1659,Ernesto_Medina,36,233,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3229,2022-07-13 17:35:30+00:00,Twitter Web App,"Bunagana bientôt un mois toujours entre les mains du M23-Rwanda; le gouvernement, la présidence de la république ainsi que le parlement de la #RDC semblent tous normaliser cette situation qui mérite l’interpellation du ministre de la défense Gilbert Kabanda.","Bunagana bientôt un mois toujours entre les mains du M23-Rwanda; le gouvernement, la présidence de la république ainsi que le parlement de la  semblent tous normaliser cette situation qui mérite l’interpellation du ministre de la défense Gilbert Kabanda.",0.0,0.0,Neutral,en,0,11,LearningSPARQL,2099,189,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Kampala, ouganda",
3303,2022-07-13 16:18:25+00:00,Twitter for Android,@BJmksa @legendaryme_rw @joshuashuk @KanyanaVanessa @NdekweDi @KalindaMwene @DrMumbogoShyaka @Kazungukirimvi @KARANGWASewase @Rugusuki @HarelimanaAK @FabRugumire @HeritierRW @IngabireIm @Twitter RDF=ADF=FDLR=M23=RCD=AFDL…We’re no longer fooled. #DonotVisitRwanda #Rwandaisaterroriststate #InvestigatetheDRCgenocide #OpentheDRCGenocidecourt #RwandaIsKillingInDRC #Rwandaiskilling #StopKagameNow #boycottRwanda #RDFiskilling #Mappingreport #GenocideinDRC #Kigaliiskilling https://t.co/uTBczxncLs,              RDF=ADF=FDLR=M23=RCD=AFDL…We’re no longer fooled.             ,0.0,0.0,Neutral,en,0,1659,Axel73095066,44,379,False,RDF,,RepDeFiFidonia,"Aix-la-chapelle, allemagne",
3324,2022-07-13 15:55:14+00:00,Twitter for iPhone,@gisele_kaj @FARDC_off Et Pourquoi vous accusez toujour le Rwanda???, Et Pourquoi vous accusez toujour le Rwanda???,0.0,0.0,Neutral,en,0,1,END70,785,687,False,RDF,,"RepDeFiFidonia, EugenioDerbez","19.322093,-99.156782",
3373,2022-07-13 15:06:36+00:00,Twitter for iPhone,"1/2
We want the 2 countries to live in harmony and respect each other while they will try to undermine the security of Rdans,it will cost them dearly. Thx for the advice but it will be better when u join them on the field battle. Other thing to keep it in mind ""RDF does not lose"" https://t.co/u9f2Zi2C6L","1/2
We want the 2 countries to live in harmony and respect each other while they will try to undermine the security of Rdans,it will cost them dearly. Thx for the advice but it will be better when u join them on the field battle. Other thing to keep it in mind ""RDF does not lose"" ",0.09659090909090907,0.4375,Positive,en,0,1659,vfloresarq,236,263,True,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3393,2022-07-13 14:49:31+00:00,Twitter for iPad,"EU? What a joke.

EU says Russia can transit sanctioned goods to Kaliningrad by rail

https://t.co/a2xlHQU9Vk","EU? What a joke.

EU says Russia can transit sanctioned goods to Kaliningrad by rail

",0.0,0.0,Neutral,en,0,19,dignam9297,238,139,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3410,2022-07-13 14:36:38+00:00,Twitter for Android,"Japan: The rules for not causing offense at the dinner table
#123INFO
https://t.co/9YzSxPHz6x","Japan: The rules for not causing offense at the dinner table

",0.0,0.0,Neutral,en,0,4,fukugime,148,194,False,RDF,,RepDeFiFidonia,Cdmx,
3411,2022-07-13 14:36:08+00:00,Twitter for Android,"Warsaw calls desecration of graves in Belarus 'disgraceful'
#123INFO
https://t.co/dKvlSJxEWG","Warsaw calls desecration of graves in Belarus 'disgraceful'

",0.0,0.0,Neutral,en,0,45,BASESAYOSETele2,143,344,False,RDF,,RepDeFiFidonia,Cdmx,
3412,2022-07-13 14:34:15+00:00,Twitter for iPhone,"EU says Russia can transit sanctioned goods to Kaliningrad by rail
#123INFO
https://t.co/ubjJlraJ24","EU says Russia can transit sanctioned goods to Kaliningrad by rail

",0.0,0.0,Neutral,en,0,1659,Zoam70,100,162,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Guadalajara, méx.",
3417,2022-07-13 14:31:06+00:00,Twitter for Android,Voici le porte-parole de Forces Armées Rwandaises #RDF https://t.co/cC5qJe9CWh,Voici le porte-parole de Forces Armées Rwandaises  ,0.0,0.0,Neutral,en,0,7,BASESAYOSETele2,143,344,False,RDF,,RepDeFiFidonia,Cdmx,
3425,2022-07-13 14:26:28+00:00,Microsoft Power Platform,"#59NoSubeA60💯

Un #LevantaDedo más, de estos que le encantan a Morena, dispuestos a aventarse de boca con tal de tener un huesito.

No falta, pero ¿a qué va?, a tirarle a todo y atinarle a nada, a levantar el dedo cuando se le pide y poco más.

¿Aprueba, Republicanos?

#RDF🐅 https://t.co/zYIpS5mN0x https://t.co/hA9C7YYw9u","💯

Un  más, de estos que le encantan a Morena, dispuestos a aventarse de boca con tal de tener un huesito.

No falta, pero ¿a qué va?, a tirarle a todo y atinarle a nada, a levantar el dedo cuando se le pide y poco más.

¿Aprueba, Republicanos?

🐅  ",0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Donde tu quieras estoy ¡¡¡¡,
3433,2022-07-13 14:22:38+00:00,Twitter for iPad,"V Kyjevě nyní panuje názor, že moderní válka je výhradně dělostřelecký souboj. Místo Bayraktaru zaujaly houfnice a RDF. Někdy to funguje, ale většinou proti UOS. Nejpřesnější příklad: pokus o podobnou lokální ofenzívu UOS severně od Mykolajova přes Dněpr u Davydova Brodu.","V Kyjevě nyní panuje názor, že moderní válka je výhradně dělostřelecký souboj. Místo Bayraktaru zaujaly houfnice a RDF. Někdy to funguje, ale většinou proti UOS. Nejpřesnější příklad: pokus o podobnou lokální ofenzívu UOS severně od Mykolajova přes Dněpr u Davydova Brodu.",0.0,0.0,Neutral,en,0,1659,carlosglezm,1203,1861,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3441,2022-07-13 14:18:49+00:00,Twitter for Android,@itslemondrop ¿Dónde la compraste?,¿Dónde la compraste?,0.0,0.0,Neutral,en,0,1659,ramtorva,46,82,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3463,2022-07-13 13:57:32+00:00,Twitter for iPhone,"Conseil lecture de France Culture (@zoesfez) pour l’été:
La Gana, de Fred Deux : ""L'expression ""chef-d'oeuvre méconnu"" est souvent galvaudée, mais pas ici !""  
https://t.co/LJSdlb0Xoy
Enorme, ce livre (dans tous les sens du terme)!","Conseil lecture de France Culture () pour l’été:
La Gana, de Fred Deux : ""L'expression ""chef-d'oeuvre méconnu"" est souvent galvaudée, mais pas ici !""  

Enorme, ce livre (dans tous les sens du terme)!",0.0,0.0,Neutral,en,0,1659,linaggg,7,109,False,RDF,,RepDeFiFidonia,Valle de bravo,
3483,2022-07-13 13:32:45+00:00,Twitter for Android,"@guarana Bom dia estou bem, já pensado na guaraná dia almoço 👀😜","Bom dia estou bem, já pensado na guaraná dia almoço 👀😜",0.0,0.0,Neutral,en,0,1659,doTerralrs,9,84,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Peru,
3494,2022-07-13 13:15:57+00:00,Twitter for Android,@KalindaMwene @Rugusuki @DrMumbogoShyaka @END70 @Kazungukirimvi @BJmksa @KARANGWASewase @KanyanaVanessa @HarelimanaAK @FabRugumire @HeritierRW @IngabireIm @Twitter It won’t be easy to separate real #FARDC and the new partners in crimes the #FDLR,            It won’t be easy to separate real  and the new partners in crimes the ,0.2565656565656565,0.5292929292929293,Positive,en,0,1659,jmchavezm,183,261,False,DW,,"RepDeFiFidonia, EugenioDerbez",Buscando . . . . .,
3497,2022-07-13 13:08:17+00:00,Twitter for Android,"🔴 Datça'da orman yangını: Muğla'nın Datça ilçesinde çıkan orman yangınına havadan ve karadan müdahale ediliyor. Palamutbükü kara yolu trafiğine kapatıldı, alevlerin rüzgarın etkisiyle yayılmasından endişe ediliyor. https://t.co/blJNxHXygZ","🔴 Datça'da orman yangını: Muğla'nın Datça ilçesinde çıkan orman yangınına havadan ve karadan müdahale ediliyor. Palamutbükü kara yolu trafiğine kapatıldı, alevlerin rüzgarın etkisiyle yayılmasından endişe ediliyor. ",0.0,0.0,Neutral,en,0,1659,Soonniiaa___,17,259,False,RDF,,RepDeFiFidonia,Mexico,
3519,2022-07-13 12:53:23+00:00,Twitter for iPhone,@belozero @brithume He is too erratic and incoherent at times to handle the demands of the office…if he runs again I will NOT vote for him again, He is too erratic and incoherent at times to handle the demands of the office…if he runs again I will NOT vote for him again,-0.20000000000000004,0.16666666666666666,Negative,en,0,1659,gesilva10mx,24,48,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Coyoacán, cdmx",
3532,2022-07-13 12:33:55+00:00,Twitter for iPhone,"European heatwave: France, Spain, Portugal battle wildfires, UK on extreme heat alert https://t.co/T9wiRQUKlX - source/editor :","European heatwave: France, Spain, Portugal battle wildfires, UK on extreme heat alert  - source/editor :",-0.0625,0.5,Negative,en,0,19,sasmyth01,91,862,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3533,2022-07-13 12:33:20+00:00,Twitter Web App,"L'armée ougandaise 🇺🇬 #UPDF combat avec les @FARDC_off , les #ADF à #Beni et #Ituri (RDC🇨🇩). A #Bunagana, (Nord-Kivu), l'UPDF appui le #M23. Des véhicules militaires UPDF apportent nourritures et effets militaires aux rebelles depuis 1 mois. Le gouvernement congolais l'ignore ? https://t.co/nFkB5zTw8M","L'armée ougandaise 🇺🇬  combat avec les  , les  à  et  (RDC🇨🇩). A , (Nord-Kivu), l'UPDF appui le . Des véhicules militaires UPDF apportent nourritures et effets militaires aux rebelles depuis 1 mois. Le gouvernement congolais l'ignore ? ",0.0,0.0,Neutral,en,48,19,RDFRepAssoc,1751,237,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3536,2022-07-13 12:31:24+00:00,Twitter for Android,"Encompassing the production of SRF (Solid Recovered Fuel) and RDF (Refuse Derived Fuel) materials, a leading provider of sustainable waste resource management and commercial recycling solutions in  Yorkshire, enlisted a Lindner Atlas 5500AS at the beginni…https://t.co/l4ZL27iJsq","Encompassing the production of SRF (Solid Recovered Fuel) and RDF (Refuse Derived Fuel) materials, a leading provider of sustainable waste resource management and commercial recycling solutions in  Yorkshire, enlisted a Lindner Atlas 5500AS at the beginni…",-0.06666666666666668,0.03333333333333333,Negative,fr,0,2,Angeles_Jurado,6663,7303,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3538,2022-07-13 12:30:10+00:00,Twitter for Android,"🔴 Ukrayna: Rusya ile tahıl sevkiyatı için anlaşmaya yakınız: Ukrayna Dışişleri Bakanı Kuleba, Rusya ile tahıl krizinin çözümü ve Ukrayna limanlarında bekleyen tahılın ihracatı için anlaşmaya yakın olduklarını söyledi. https://t.co/L1qKD3jBWr","🔴 Ukrayna: Rusya ile tahıl sevkiyatı için anlaşmaya yakınız: Ukrayna Dışişleri Bakanı Kuleba, Rusya ile tahıl krizinin çözümü ve Ukrayna limanlarında bekleyen tahılın ihracatı için anlaşmaya yakın olduklarını söyledi. ",0.0,0.0,Neutral,en,0,1659,Wesley8914,3,37,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Monterrey, n.l.",
3578,2022-07-13 11:39:19+00:00,Twitter for Android,@DrMumbogoShyaka @visitrwanda_now #DonotVisitRwanda #Rwandaisaterroriststate #InvestigatetheDRCgenocide #OpentheDRCGenocidecourt #RwandaIsKillingInDRC #Rwandaiskilling #StopKagameNow #boycottRwanda #RDFiskilling #Mappingreport #GenocideinDRC #Kigaliiskilling #StopDRCGENOCIDE FDLR=RDF=M23=ADF=RCD=AFDL… https://t.co/QkeBAMYt2N,              FDLR=RDF=M23=ADF=RCD=AFDL… ,0.0,0.0,Neutral,en,0,1659,JuanJGMA,0,97,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Austin texas ,
3590,2022-07-13 11:32:25+00:00,Twitter for Android,"📣 #COVID19: l'AN rejette un article clé du projet de loi sanitaire

🗣@oliviermarleix : ""Le gouvernement a fait l’expérience concrète qu'il n'avait plus de majorité. L'heure oblige le gouvernement à écouter les opposions. Pour l’instant, il n'écoute pas, il est dans l’arrogance"" https://t.co/hcDboPsxMh","📣: The year rejects a key article from the health bill

🗣: ""The government has experienced concrete that it had no majority. The time forces the government to listen to the opposition. For the moment, it does not listen, it is in arrogance""",0.0,0.6666666666666666,Positive,fr,0,1,JeffMpoyi,291,467,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3592,2022-07-13 11:27:26+00:00,Twitter for Android,"Réaménagement au sein des FARDC et RDF, Kinshasa et Kigali s’apprêtent-ils pour la guerre ? https://t.co/8zyIn4Tv8d","Recentment within the FARDC and DRF, Kinshasa and Kigali are they preparing for the war?",0.0,0.0,Neutral,kiny,0,3,iddy250k,31,232,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Panama,
3596,2022-07-13 11:26:20+00:00,Twitter Web App,@END70 @visitrwanda_now #BrainLess Birere is not in Rwanda,Birere is not in Rwanda,0.0,0.0,Neutral,fr,2,2,CafocdeNantes,515,190,False,RDF,,RepDeFiFidonia,Rwanda,
3604,2022-07-13 11:18:33+00:00,dlvr.it,@obsess__possess Wow was it? We have known for some time that Bad Bunny recorded music with Damon but did they actually confirm the song to be the 2nd single from the new album?,Wow was it? We have known for some time that Bad Bunny recorded music with Damon but did they actually confirm the song to be the 2nd single from the new album?,-0.08917748917748915,0.40591630591630573,Negative,en,1,1,rogue_corq,1834,1786,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3605,2022-07-13 11:18:07+00:00,Twitter for Android,Ukraine hopes to increase grain exports through Danube — live updates https://t.co/3vO0kBjzrl - source/editor :,Ukraine hopes to increase grain exports through Danube — live updates  - source/editor :,0.13636363636363635,0.5,Positive,fr,0,0,bouche_bee,2836,1416,False,RDF,,"RepDeFiFidonia, EugenioDerbez",En un lugar del mundo...,
3607,2022-07-13 11:14:29+00:00,WordPress.com,"Pr reprendre du territoire, il faut lancer les offensives.
Or jusque là, les FARDC font que défendre les positions qu'elles détiennent contre les attaques RDF déguisés M23.
Il faut qu'il y ait l'envie de reconquête et les OFFENSIVES pr ce faire.
Que le nouveau commandement agisse https://t.co/ZkMnwolZUs","To take up the territory, we must launch the offensives.
However, until then, the FARDC make that defend the positions they hold against the disguised RDF attacks M23.
There must be the desire to reconquer and the offensives for doing this.
That the new command act",0.0,0.0,Positive,fr,0,0,KNTimesFR,3070,690,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3620,2022-07-13 11:00:02+00:00,Twitter for iPad,What is an ontology? https://t.co/Z3mrULZseC,What is an ontology? ,0.0,0.0,Neutral,en,0,1,Marshmyst,2637,3400,False,RDF,,vanegoncalves21,Mexico,
3624,2022-07-13 10:51:29+00:00,EUwatch,Déclaration du porte-parole de l'Ambassade de Chine en RDC https://t.co/kY0m0E5hjt,Déclaration du porte-parole de l'Ambassade de Chine en RDC ,0.0,0.0,Neutral,en,1,1,EUwatchers,25730,7621,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3625,2022-07-13 10:51:29+00:00,EUwatch,"Tueries à Beni-Ituri (ADF et alliés), guerre d'occupation à Rutshuru (RDF/M23). Tant que les communautés de l'Est ne comprendront pas que l'Ouganda et le Rwanda jouent à la distraction, les pleurs ne s'arrêteront pas. Approprions-nous les mécanismes de sécurisation populaire. https://t.co/HTSAyR8NuI","Tueries à Beni-Ituri (ADF et alliés), guerre d'occupation à Rutshuru (RDF/M23). Tant que les communautés de l'Est ne comprendront pas que l'Ouganda et le Rwanda jouent à la distraction, les pleurs ne s'arrêteront pas. Approprions-nous les mécanismes de sécurisation populaire. ",0.0,0.0,Neutral,en,0,0,EUwatchers,25730,7621,False,RDF,,"RepDeFiFidonia, EugenioDerbez",My hell it's kinda warm,
3627,2022-07-13 10:50:52+00:00,Twitter for Android,"Why did one Ethiopian town produce so many athletic stars?
#123INFO
https://t.co/OQz3qBNxlN","Why did one Ethiopian town produce so many athletic stars?

",0.5,0.5,Positive,fr,2,1,MauriceCibuabua,29816,388,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Rwanda,
3628,2022-07-13 10:50:06+00:00,Twitter for Android,Greece: News and radio office hit in firebomb attack https://t.co/x6cAo4h9d1,Greece: News and radio office hit in firebomb attack ,0.0,0.0,Neutral,en,0,1659,gedive60,61,201,False,RDF,,"RepDeFiFidonia, EugenioDerbez",La ciudad de los angeles,
3631,2022-07-13 10:44:32+00:00,Twitter for Android,@claudebaraka830 Vous êtes maudits par le fait de coalition avec les FDRL ( genocidaires rwandais voir même congolais).,Vous êtes maudits par le fait de coalition avec les FDRL ( genocidaires rwandais voir même congolais).,0.0,0.0,Neutral,en,0,45,MangaraJosue,17,124,False,RDF,,RepDeFiFidonia,Mexico,
3633,2022-07-13 10:40:36+00:00,dlvr.it,"Our #LinkedLifeInventory solution is based our solid #knowledgegraph development methodology &amp; our extensive use case experience in the Healthcare, Life Sciences &amp; Pharma domains. Two cases, in which it was implemented: https://t.co/CoIB5ec27o #biodata #linkeddata #FAIRdata #RDF","Our  solution is based our solid  development methodology &amp; our extensive use case experience in the Healthcare, Life Sciences &amp; Pharma domains. Two cases, in which it was implemented:     ",0.0,0.21666666666666667,Neutral,en,0,0,rogue_corq,1834,1786,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Puebla, mex.",
3639,2022-07-13 10:27:03+00:00,Twitter for Android,Ukraine struggles to get its wheat to the world https://t.co/MVE7BG7RY9 - source/editor :,Ukraine struggles to get its wheat to the world  - source/editor :,0.0,0.0,Neutral,fr,0,0,bestkmfr,1268,5001,False,RDF,,RepDeFiFidonia,Mexico,
3640,2022-07-13 10:26:51+00:00,Twitter for iPhone,Bei seinem Scan-Dienst Virustotal hat Google eine veraltete exiftool-Version eingesetzt. Eine Sicherheitslücke ermöglichte Forschern den Einbruch in den Dienst. #Cybersicherheit #Security https://t.co/2S7kzIPJll,Google has used an outdated exift tool version at his scan service Virustotal. A security gap enabled researchers to duty.,0.0,0.0,Negative,fr,0,10,TSHIKAPA01,17896,4979,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Monterrey, nuevo león 🇲🇽",
3643,2022-07-13 10:25:06+00:00,dlvr.it,"🔴 TÜİK: İşsizlik oranı Mayıs'ta yüzde 10,9: TÜİK’in açıkladığı verilere göre, mayıs ayında 15 ve daha yukarı yaştaki kişilerde işsizlik oranı, bir önceki aya göre düşüş kaydederek yüzde 10,9 oldu. https://t.co/JYZKyJZegJ","🔴 TÜİK: İşsizlik oranı Mayıs'ta yüzde 10,9: TÜİK’in açıkladığı verilere göre, mayıs ayında 15 ve daha yukarı yaştaki kişilerde işsizlik oranı, bir önceki aya göre düşüş kaydederek yüzde 10,9 oldu. ",0.0,0.0,Neutral,en,0,0,rogue_corq,1834,1786,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Panama,
3646,2022-07-13 10:21:12+00:00,Twitter for Android,Ukraine struggles to get its wheat to the world https://t.co/wfHDZKcyTO,Ukraine struggles to get its wheat to the world,0.0,0.0,Neutral,fr,0,0,claudebaraka830,292,1589,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Valhalla,
3654,2022-07-13 10:01:37+00:00,EUwatch,Occidentul poate zdrobi Rusia în Ucraina. De ce nu o face? (SpotMedia) https://t.co/NEUDduKokq,Occidentul poate zdrobi Rusia în Ucraina. De ce nu o face? (SpotMedia) ,0.0,0.0,Neutral,en,1,0,EUwatchers,25730,7621,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Cdmx ,
3656,2022-07-13 09:58:26+00:00,Twitter Web App,"13.07.2022 l #RDC_CPVS #Kinshasa
Le Chef de l'État, Félix Antoine Tshisekedi Tshilombo, a présidé, ce mardi 12 juillet en soirée à la cité de l'UA, la 2eme réunion du Comité de pilotage du CPVS, le Conseil Présidentiel de Veille Stratégique. https://t.co/qKVepO2aKL","13.07.2022 l  
Le Chef de l'État, Félix Antoine Tshisekedi Tshilombo, a présidé, ce mardi 12 juillet en soirée à la cité de l'UA, la 2eme réunion du Comité de pilotage du CPVS, le Conseil Présidentiel de Veille Stratégique. ",0.0,0.0,Neutral,en,0,396,Mutarambirwaai1,1,11,False,RDF,,RepDeFiFidonia,Mexico,
3677,2022-07-13 09:00:40+00:00,Twitter for Android,"🔴 Attaque d'hommes armés dans la ville de Beni : “La plus grande erreur est d'avoir minimisé les ADF et leurs alliés pour se concentrer sur la guerre du M23” 

👉🏾 https://t.co/a8mg8tXAp4 https://t.co/Lw1hNN3UmC","🔴 Attaque d'hommes armés dans la ville de Beni : “La plus grande erreur est d'avoir minimisé les ADF et leurs alliés pour se concentrer sur la guerre du M23” 

👉🏾  ",0.0,0.0,Neutral,en,0,21,VincentNsengi18,123,156,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3679,2022-07-13 08:56:45+00:00,Twitter for Android,"@Johnblanshe_m - Clearly counter-offensive operations against #M23 have not yet started.
- One needs to observe UG moves around Bunagana: Open the border on your side -&gt; Rw = UG -&gt; Uganda Airlines license will be revoked &amp; DRC-UG trades MoUs stopped. 
#RwandaIsKiling","- Clearly counter-offensive operations against  have not yet started.
- One needs to observe UG moves around Bunagana: Open the border on your side -&gt; Rw = UG -&gt; Uganda Airlines license will be revoked &amp; DRC-UG trades MoUs stopped. 
",0.05000000000000001,0.44166666666666665,Positive,fr,0,10,STEPHENSALAMA,2669,4999,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Santiago, chile",
3685,2022-07-13 08:51:48+00:00,Twitter for Android,"Wir sind heute und morgen auf der IT Job kompakt in München und freuen uns auf interessante Gespräche!

https://t.co/RUXUhIq4CI https://t.co/gKbIRgXFUb","Wir sind heute und morgen auf der IT Job kompakt in München und freuen uns auf interessante Gespräche!

 ",0.0,0.0,Neutral,en,0,1659,HamJose,61,295,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Texas eua,
3686,2022-07-13 08:50:18+00:00,Twitter Web App,De ce se împacă România cu Ungaria https://t.co/lDNXj8iOVX,De ce se împacă România cu Ungaria ,0.0,0.0,Neutral,en,0,21,jadonshimiye5,8,119,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Santa barbara, ca",
3687,2022-07-13 08:49:36+00:00,KimAine222,Turismul în criză - lipsa de personal paralizează branşa https://t.co/1Eb46PKXNB,Turismul în criză - lipsa de personal paralizează branşa ,0.0,0.3,Neutral,en,0,2,LugamboBlog,3299,15,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3688,2022-07-13 08:48:17+00:00,east_drc_bot,@JustineHabiman2 Plus d’un millier de FDLR/FARDC ont été tues durant cette campagne des FARDC attaquant les M23 de la RDC ce qui s’explique aussi la raison de Tshisekedi qui accourt à Nairobi et Luanda. Au Rwanda l’on en parle même pas . HABIMANA est aussi un nom FDLR.,Plus d’un millier de FDLR/FARDC ont été tues durant cette campagne des FARDC attaquant les M23 de la RDC ce qui s’explique aussi la raison de Tshisekedi qui accourt à Nairobi et Luanda. Au Rwanda l’on en parle même pas . HABIMANA est aussi un nom FDLR.,0.0,0.0,Neutral,en,0,2,East_DRC_News,1262,3,False,Rwanda,,"RepDeFiFidonia, EugenioDerbez",Rwanda,
3692,2022-07-13 08:43:20+00:00,Twitter for iPhone,"Donald Trump incited Capitol rioters after 'unhinged' meeting, says House panel
#123INFO
https://t.co/EGdT6bgm5Z","Donald Trump incited Capitol rioters after 'unhinged' meeting, says House panel

",0.0,0.0,Neutral,fr,0,0,congolaispur,784,2113,False,RDF,,RepDeFiFidonia,Mexico,
3703,2022-07-13 08:31:51+00:00,Twitter for Android,@ConorHogarty Removal of the ‘pause’ (paycut!) on increments will trigger follow-on claims from other PS workers under same conditions. As it should.,Removal of the ‘pause’ (paycut!) on increments will trigger follow-on claims from other PS workers under same conditions. As it should.,-0.0625,0.25,Negative,kiny,0,0,CubakaInnocent,38,206,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
3705,2022-07-13 08:31:03+00:00,Twitter for iPhone,"#Mode : Les dernières pièces à shopper avant la fin des soldes 😰😰😰

#LesÉclaireuses

https://t.co/geHGb2Yazy",": Les dernières pièces à shopper avant la fin des soldes 😰😰😰

Éclaireuses

",0.0,0.0,Neutral,en,0,21,NdekweDi,3796,3775,False,RDF,,"RepDeFiFidonia, EugenioDerbez",Mexico,
